id,category,firstType,secondType,tag
1511,domain,垂直,旅游,
1512,domain,垂直,旅游,
1513,union,网盟,综合网盟,
1514,domain,门户,地方,
1515,app,垂直,IT科技,
1516,domain,垂直,生活,
1517,app,门户,综合,
1518,domain,垂直,其它,
1519,domain,垂直,IT科技,
1520,domain,网盟,综合网盟,
1522,domain,其它,其它,
1524,domain,垂直,女性,
1525,domain,垂直,生活,社交
1526,domain,门户,地方,
1527,domain,门户,地方,
1528,domain,门户,地方,
1529,domain,门户,地方,
1531,domain,垂直,汽车,
1532,domain,门户,地方,
1533,domain,门户,地方,
1534,domain,门户,地方,
1535,domain,门户,地方,
1536,domain,门户,地方,
1537,domain,垂直,汽车,
1538,domain,门户,地方,
1539,domain,门户,地方,
1540,domain,门户,地方,
1541,domain,垂直,汽车,
1542,domain,垂直,汽车,
1543,domain,垂直,汽车,
1544,domain,垂直,汽车,
1545,domain,垂直,汽车,
1546,domain,垂直,汽车,
1547,domain,垂直,汽车,
1549,domain,垂直,汽车,
1551,domain,门户,地方,
1552,domain,门户,地方,
1553,domain,门户,地方,
1554,domain,门户,地方,
1555,domain,门户,地方,
1556,domain,垂直,旅游,
1557,domain,垂直,游戏,
1558,domain,垂直,IT科技,
1560,domain,垂直,生活,
1561,domain,垂直,生活,
1562,domain,垂直,生活,
1563,domain,垂直,汽车,汽车资讯
1564,union,网盟,移动网盟,
1565,domain,垂直,IT科技,
1566,app,SNS,社交,
1567,domain,垂直,其它,门户
1568,domain,门户,地方,生活服务
1569,domain,门户,地方,门户
1570,domain,垂直,汽车,
1571,domain,垂直,体育,
1572,app,网盟,移动网盟,
1573,domain,门户,地方,社交
1574,domain,垂直,汽车,
1575,app,网盟,综合网盟,
1576,domain,垂直,游戏,游戏资讯
1577,domain,门户,地方,门户
1578,domain,SNS,BBS,门户
1581,domain,垂直,汽车,汽车资讯
1582,domain,SNS,BBS,门户
1583,domain,垂直,汽车,汽车资讯
1584,domain,垂直,汽车,汽车资讯
1585,domain,垂直,汽车,汽车资讯
1586,domain,垂直,IT科技,
1587,domain,垂直,IT科技,
1588,domain,垂直,IT科技,
1591,domain,网盟,综合网盟,
1592,domain,搜索,搜索,搜索导航
1593,domain,垂直,游戏,
1595,domain,垂直,汽车,
1596,domain,垂直,游戏,
1597,union,门户,新闻,
1598,domain,门户,新闻,
1599,company,垂直,IT科技,
1601,domain,垂直,IT科技,IT资讯
1603,domain,垂直,游戏,
1604,domain,垂直,游戏,
1605,domain,垂直,游戏,
1606,domain,垂直,游戏,
1607,domain,垂直,游戏,
1608,app,垂直,游戏,
1609,domain,垂直,游戏,
1611,domain,门户,新闻,
1612,domain,垂直,游戏,
1615,domain,垂直,游戏,
1617,domain,垂直,IT科技,
1624,domain,垂直,女性,时尚媒体
1626,domain,垂直,IT科技,IT资讯
1627,domain,门户,新闻,IT资讯
1628,domain,垂直,文学,
1629,union,网盟,综合网盟,
1630,domain,垂直,汽车,
1632,domain,垂直,游戏,
1634,domain,垂直,游戏,
1635,app,垂直,音乐,
1637,domain,SNS,BBS,
1638,domain,门户,新闻,
1639,union,网盟,综合网盟,广告平台
1640,union,网盟,移动网盟,广告平台
1641,union,网盟,综合网盟,广告平台
1642,domain,垂直,生活,
1644,domain,垂直,IT科技,
1645,domain,电商,B2C,
1646,company,视频,UGC,
1647,union,网盟,移动网盟,
1648,union,网盟,综合网盟,广告平台
1649,domain,其它,其它,
1650,domain,垂直,游戏,
1651,domain,垂直,其它,
1652,domain,垂直,生活,
1654,domain,垂直,汽车,
1655,domain,门户,地方,
1656,domain,门户,地方,
1657,domain,SNS,BBS,
1658,domain,SNS,BBS,
1659,domain,垂直,汽车,
1660,domain,门户,地方,
1661,domain,垂直,汽车,
1662,union,其它,其它,
1663,domain,垂直,文学,
1665,domain,垂直,文学,
1667,domain,搜索,搜索,
1668,domain,SNS,微博,
1669,app,垂直,生活,
1671,union,网盟,综合网盟,
1672,domain,门户,地方,
1673,domain,垂直,生活,
1674,domain,垂直,文学,
1675,union,网盟,综合网盟,
1676,domain,垂直,IT科技,
1677,domain,垂直,女性,
1678,domain,垂直,母婴,
1681,domain,门户,新闻,
1683,domain,垂直,女性,女性时尚
1684,domain,垂直,其它,艺术
1685,domain,垂直,汽车,
1686,domain,门户,新闻,
1687,domain,垂直,其它,
1688,domain,门户,地方,游戏
1689,domain,垂直,游戏,游戏
1690,domain,垂直,游戏,游戏
1692,domain,垂直,汽车,汽车
1694,domain,垂直,游戏,
1695,domain,垂直,游戏,
1696,domain,垂直,游戏,
1698,domain,垂直,游戏,
1699,domain,其它,其它,
1701,domain,垂直,女性,女性时尚
1703,domain,网盟,综合网盟,广告平台
1704,domain,垂直,游戏,
1705,domain,SNS,BBS,
1706,domain,垂直,IT科技,
1707,domain,垂直,IT科技,
1708,domain,垂直,IT科技,
1709,domain,垂直,生活,
1710,domain,网盟,综合网盟,手机
1711,domain,垂直,生活,
1712,domain,垂直,军事,
1715,domain,垂直,汽车,汽车资讯
1717,domain,门户,地方,门户
1718,domain,垂直,汽车,汽车资讯
1719,domain,其它,其它,
1720,domain,垂直,女性,
1721,domain,搜索,搜索,
1722,domain,垂直,文学,
1723,app,垂直,女性,时尚媒体
1725,domain,垂直,其它,
1726,domain,垂直,女性,
1728,domain,其它,其它,
1729,domain,其它,其它,
1730,union,网盟,综合网盟,
1731,domain,垂直,女性,
1732,domain,搜索,搜索,
1733,domain,其它,其它,
1734,app,电商,B2C,
1735,domain,门户,地方,
1736,domain,门户,地方,
1737,domain,垂直,IT科技,
1738,domain,门户,新闻,
1740,domain,垂直,其它,
1741,domain,垂直,旅游,
1742,domain,垂直,财经,
1743,domain,门户,地方,
1744,domain,视频,版权,
1745,domain,门户,地方,
1746,domain,门户,地方,
1747,domain,门户,新闻,
1748,domain,垂直,汽车,
1749,domain,门户,地方,
1750,domain,SNS,BBS,
1751,domain,门户,地方,
1753,domain,门户,地方,
1754,domain,门户,地方,
1755,domain,垂直,汽车,
1756,domain,垂直,汽车,
1757,domain,垂直,汽车,
1758,domain,垂直,汽车,
1759,domain,垂直,其它,
1760,domain,门户,新闻,
1762,domain,垂直,汽车,汽车资讯
1763,domain,门户,地方,
1764,union,网盟,移动网盟,
1765,app,垂直,文学,
1766,app,其它,其它,
1767,domain,垂直,医药,
1768,domain,垂直,其它,
1769,domain,垂直,汽车,
1770,domain,垂直,文学,文学阅读
1771,domain,垂直,生活,影视视频
1772,domain,门户,地方,
1773,domain,门户,地方,
1774,domain,门户,地方,
1775,domain,垂直,财经,金融财经
1776,domain,垂直,财经,金融财经
1777,domain,垂直,财经,招商引资
1778,domain,垂直,旅游,
1779,domain,垂直,汽车,
1780,domain,电商,B2C,
1781,union,电商,B2B,
1782,domain,门户,地方,
1783,domain,门户,地方,
1784,domain,门户,地方,
1785,domain,门户,地方,
1786,domain,门户,地方,
1787,union,网盟,综合网盟,
1788,domain,垂直,其它,
1789,domain,垂直,其它,门户
1790,domain,垂直,其它,
1791,domain,垂直,其它,
1792,domain,垂直,IT科技,
1793,union,网盟,综合网盟,
1794,domain,垂直,财经,金融财经
1795,domain,垂直,生活,
1796,domain,垂直,体育,
1797,domain,电商,B2B,
1798,domain,电商,B2B,
1799,domain,搜索,搜索,
1800,domain,垂直,生活,
1801,domain,其它,其它,
1802,domain,垂直,文学,
1803,domain,垂直,其它,
1804,union,网盟,综合网盟,
1805,domain,搜索,搜索,
1806,domain,垂直,旅游,
1807,domain,网盟,移动网盟,
1808,domain,垂直,母婴,
1809,domain,门户,地方,
1810,domain,垂直,其它,
1811,domain,垂直,生活,
1812,domain,垂直,生活,
1813,domain,垂直,生活,
1814,domain,垂直,IT科技,
1815,domain,垂直,IT科技,
1816,domain,垂直,生活,
1817,domain,垂直,体育,
1818,domain,其它,其它,
1820,domain,垂直,音乐,
1821,domain,门户,地方,中安在线
1822,domain,视频,门户,
1823,app,垂直,IT科技,
1824,domain,其它,其它,
1825,domain,门户,地方,广西时空
1826,domain,垂直,女性,时尚
1827,domain,垂直,IT科技,
1828,domain,其它,其它,Fractalist，飞拓
1829,domain,其它,其它,"IPSOS, Panel"
1831,domain,视频,UGC,
1832,domain,垂直,生活,
1833,domain,其它,其它,
1834,domain,门户,地方,
1835,union,其它,其它,
1836,domain,门户,地方,
1837,domain,SNS,微博,
1838,app,垂直,体育,
1839,domain,垂直,文学,小说
1840,union,其它,其它,
1841,domain,垂直,汽车,
1842,domain,垂直,汽车,
1844,domain,垂直,汽车,
1845,domain,垂直,汽车,
1846,domain,垂直,汽车,
1847,domain,垂直,汽车,
1848,domain,门户,地方,
1849,domain,视频,门户,
1850,domain,电商,O2O,
1851,domain,搜索,搜索,youdao
1852,union,网盟,综合网盟,
1853,union,其它,其它,
1854,domain,垂直,汽车,
1855,domain,门户,地方,
1856,union,网盟,综合网盟,
1857,domain,垂直,母婴,母婴
1858,app,垂直,文学,
1859,domain,垂直,女性,
1860,domain,垂直,生活,
1861,domain,垂直,IT科技,
1862,domain,垂直,女性,
1863,domain,门户,地方,正北方网
1864,domain,门户,地方,内蒙古新闻网
1865,domain,垂直,母婴,
1866,domain,垂直,母婴,
1867,union,网盟,综合网盟,
1868,domain,垂直,旅游,
1869,domain,垂直,旅游,
1870,domain,垂直,游戏,
1871,domain,其它,其它,
1872,domain,视频,版权,
1873,domain,电商,B2C,
1874,domain,电商,B2B,
1875,domain,门户,新闻,
1876,domain,垂直,其它,
1877,domain,电商,B2C,
1878,domain,垂直,汽车,
1879,domain,门户,地方,
1880,union,网盟,综合网盟,
1881,domain,垂直,体育,高尔夫 golf
1882,domain,垂直,母婴,
1883,domain,SNS,社交,
1884,domain,门户,地方,
1885,domain,垂直,汽车,
1886,domain,门户,地方,
1887,domain,垂直,汽车,新车资讯
1888,domain,垂直,汽车,新车资讯
1889,domain,垂直,汽车,新车资讯
1891,domain,垂直,汽车,新车资讯
1892,domain,垂直,汽车,新车资讯
1893,domain,垂直,汽车,新车资讯
1894,domain,电商,C2C,新车资讯
1895,domain,电商,C2C,新车资讯
1896,domain,垂直,汽车,新车资讯
1897,domain,垂直,汽车,新车资讯
1898,domain,其它,其它,
1899,domain,其它,其它,
1901,domain,垂直,财经,财经
1902,domain,垂直,财经,财经
1903,domain,垂直,生活,房产
1904,domain,垂直,生活,房产
1905,domain,垂直,生活,房产
1906,domain,垂直,生活,房产
1907,domain,垂直,生活,家装
1908,domain,垂直,生活,家装
1909,domain,垂直,生活,家装
1910,domain,垂直,旅游,旅游
1911,domain,垂直,旅游,旅游
1912,domain,垂直,旅游,旅游
1913,domain,SNS,其它,社交
1914,domain,SNS,社交,社交
1915,domain,SNS,社交,社交
1916,domain,垂直,女性,社交
1917,domain,搜索,搜索,生活
1918,domain,垂直,生活,生活
1919,domain,垂直,生活,生活
1920,domain,垂直,生活,生活
1921,domain,垂直,生活,生活
1922,domain,SNS,其它,生活
1923,domain,搜索,搜索,生活
1924,domain,垂直,体育,体育
1925,domain,SNS,BBS,体育
1927,domain,垂直,其它,体育
1928,domain,垂直,体育,体育
1929,domain,门户,地方,新闻
1930,domain,门户,地方,新闻
1931,domain,门户,新闻,新闻
1932,domain,其它,其它,体育
1934,domain,门户,新闻,新闻
1935,domain,门户,新闻,新闻
1936,domain,门户,新闻,新闻
1937,domain,门户,新闻,新闻门户
1938,domain,垂直,母婴,
1939,union,网盟,综合网盟,安吉斯旗下数字媒体程序化交易平台
1940,domain,门户,地方,
1941,domain,其它,其它,
1942,domain,门户,地方,
1943,domain,垂直,IT科技,
1944,domain,其它,其它,motu 魔图
1945,domain,垂直,女性,
1946,domain,门户,新闻,
1947,domain,其它,其它,
1948,domain,垂直,汽车,
1949,domain,门户,地方,
1950,domain,垂直,IT科技,安卓网
1951,domain,其它,其它,
1952,domain,门户,地方,
1953,domain,门户,地方,
1954,domain,垂直,母婴,
1955,domain,其它,其它,
1956,domain,其它,其它,
1957,domain,垂直,旅游,
1958,domain,垂直,汽车,
1959,domain,垂直,其它,
1960,domain,垂直,IT科技,
1961,domain,垂直,其它,
1962,domain,垂直,汽车,
1963,domain,垂直,汽车,
1964,domain,门户,地方,
1965,domain,垂直,汽车,
1966,domain,SNS,BBS,
1967,domain,垂直,汽车,
1968,domain,垂直,IT科技,
1969,union,其它,其它,
1970,union,网盟,综合网盟,
1971,domain,门户,地方,
1972,domain,门户,综合,福布斯中国
1973,domain,门户,地方,生活
1974,domain,垂直,汽车,
1975,domain,电商,B2C,
1976,union,其它,其它,
1977,domain,电商,B2C,
1978,domain,垂直,其它,
1979,domain,垂直,其它,广告平台
1981,domain,其它,其它,
1982,domain,其它,其它,移动APP
1983,domain,其它,其它,
1984,domain,垂直,母婴,
1985,domain,垂直,母婴,
1986,union,垂直,其它,
1987,company,垂直,其它,网吧媒体平台
1988,union,门户,综合,百度产品
1989,domain,门户,地方,
1990,domain,垂直,其它,
1991,domain,垂直,其它,
1992,domain,电商,B2B,
1993,domain,垂直,其它,
1994,domain,垂直,其它,
1995,domain,垂直,其它,
1996,domain,垂直,其它,
1997,domain,垂直,其它,
1998,domain,垂直,其它,
1999,domain,垂直,其它,
2000,domain,SNS,BBS,
2001,domain,搜索,搜索,
2002,domain,垂直,汽车,
2003,domain,电商,O2O,
2005,domain,其它,其它,
2006,domain,门户,地方,
2007,domain,门户,地方,
2008,domain,SNS,BBS,
2009,domain,SNS,BBS,
2010,domain,门户,地方,
2011,domain,SNS,其它,
2012,domain,门户,新闻,
2013,domain,门户,综合,
2014,app,网盟,移动网盟,
2015,domain,SNS,BBS,
2016,app,,,
2017,domain,网盟,综合网盟,DSP
2018,domain,门户,综合,
2019,union,网盟,综合网盟,
2020,union,网盟,综合网盟,
2021,union,网盟,综合网盟,门户
2022,domain,SNS,BBS,
2023,domain,垂直,汽车,
2024,domain,网盟,综合网盟,DMP
2025,domain,垂直,体育,
2026,domain,SNS,社交,linkedin
2027,domain,垂直,汽车,
2028,union,垂直,其它,
2029,domain,垂直,其它,
2030,domain,垂直,女性,
2031,domain,垂直,汽车,
2032,domain,门户,新闻,
2033,domain,垂直,母婴,女性社区
2034,domain,SNS,社交,
2035,domain,垂直,其它,
2036,domain,垂直,游戏,
2038,domain,垂直,文学,
2039,domain,垂直,其它,
2040,domain,垂直,IT科技,
2041,domain,门户,新闻,
2042,domain,门户,新闻,
2043,domain,垂直,女性,时尚媒体
2044,domain,垂直,其它,
2045,domain,垂直,母婴,母婴
2046,domain,垂直,母婴,母婴
2047,domain,垂直,母婴,母婴
2048,domain,垂直,母婴,母婴
2049,domain,垂直,母婴,母婴
2050,domain,垂直,母婴,母婴
2051,domain,垂直,母婴,母婴
2052,domain,垂直,女性,APP
2053,domain,搜索,搜索,
2054,domain,垂直,其它,
2055,domain,垂直,其它,
2056,domain,门户,综合,
2057,domain,门户,地方,
2058,domain,搜索,搜索,
2059,domain,垂直,其它,
2060,domain,垂直,其它,
2061,domain,视频,门户,
2062,domain,垂直,游戏,
2063,domain,SNS,其它,
2064,domain,垂直,其它,
2065,domain,垂直,其它,
2066,domain,垂直,汽车,
2067,domain,视频,版权,
2068,domain,垂直,其它,
2069,domain,视频,版权,
2070,domain,,,
2071,domain,垂直,其它,
2072,domain,SNS,社交,
2073,domain,垂直,旅游,
2074,domain,垂直,其它,
2075,union,网盟,移动网盟,移动广告平台
2076,domain,垂直,汽车,
2077,domain,SNS,BBS,
2078,domain,垂直,汽车,
2079,domain,垂直,汽车,
2080,union,网盟,综合网盟,
2081,union,垂直,其它,互联网
2082,domain,电商,B2C,
2083,domain,视频,版权,
2084,domain,SNS,BBS,
2085,domain,视频,门户,
2086,domain,视频,门户,
2087,union,其它,测试,
2088,domain,SNS,BBS,
2089,union,网盟,综合网盟,智能电视媒体
2090,domain,垂直,其它,
2091,domain,垂直,其它,
2092,domain,垂直,IT科技,
2093,domain,垂直,汽车,
2094,domain,门户,综合,
2096,domain,门户,地方,
2097,domain,垂直,汽车,
2098,domain,垂直,汽车,
2099,domain,垂直,汽车,
2100,domain,门户,综合,
2101,domain,垂直,音乐,
2102,domain,垂直,其它,校园BBS
2103,domain,门户,综合,
2104,domain,门户,地方,
2105,domain,门户,地方,
2106,domain,门户,地方,
2107,domain,垂直,其它,
2108,domain,垂直,汽车,
2109,domain,垂直,其它,
2111,domain,垂直,其它,鞋报
2112,company,其它,其它,微软官网
2113,domain,垂直,其它,搜索类
2114,domain,其它,其它,DDSP
2115,domain,门户,地方,
2116,domain,垂直,其它,
2117,domain,垂直,其它,
2118,domain,门户,地方,
2119,domain,门户,地方,腾讯-大成网
2120,domain,SNS,BBS,四川论坛
2121,app,垂直,其它,中文在线旗下网站
2122,app,垂直,游戏,
2123,domain,门户,地方,
2124,domain,视频,门户,
2125,domain,垂直,汽车,
2126,domain,门户,综合,BBS
2127,domain,垂直,其它,
2128,domain,网盟,移动网盟,
2129,domain,视频,客户端,乐看儿童动画
2130,domain,门户,新闻,
2131,domain,门户,地方,
2132,domain,SNS,社交,
2133,domain,垂直,其它,杂志
2134,domain,垂直,其它,
2135,domain,垂直,汽车,
2136,domain,垂直,其它,
2137,domain,视频,客户端,
2138,domain,垂直,IT科技,
2139,domain,垂直,财经,
2140,domain,垂直,其它,
2141,domain,其它,其它,
2142,union,网盟,综合网盟,
2143,union,其它,其它,
2144,app,SNS,微博,
2145,domain,,,
2146,domain,门户,地方,
2147,union,垂直,其它,
2148,domain,垂直,其它,
2149,domain,门户,地方,
2150,domain,门户,地方,
2151,domain,门户,地方,
2152,domain,门户,地方,
2153,domain,门户,地方,
2154,domain,门户,新闻,
2155,domain,门户,地方,
2156,domain,门户,新闻,
2157,domain,门户,新闻,
2158,domain,门户,地方,
2159,union,网盟,移动网盟,
2160,union,其它,其它,
2161,domain,门户,地方,
2162,domain,门户,地方,
2163,union,其它,其它,
2164,domain,,,
2165,union,垂直,其它,
2166,app,垂直,其它,
2167,app,垂直,其它,
2168,domain,门户,地方,
2169,domain,垂直,音乐,
2170,domain,门户,新闻,
2171,domain,垂直,其它,
2173,domain,垂直,体育,
2175,app,视频,客户端,
2176,app,其它,其它,
2177,app,其它,其它,
2178,app,垂直,游戏,
2179,app,其它,其它,
2182,app,垂直,游戏,
2183,app,垂直,生活,航班管家 管家 航班
2184,app,垂直,体育,
2185,domain,垂直,生活,
2186,app,其它,其它,
2187,app,垂直,体育,
2188,domain,门户,地方,
2189,domain,门户,综合,
2191,domain,垂直,文学,
2193,app,垂直,游戏,
3358,domain,垂直,汽车,
2195,domain,垂直,体育,运动 跑步
2197,app,垂直,母婴,
2198,domain,门户,地方,
2199,union,网盟,综合网盟,
2200,domain,其它,其它,
2201,domain,垂直,其它,
2202,domain,其它,其它,
2203,domain,其它,其它,
2204,domain,垂直,其它,
2205,domain,垂直,汽车,
2206,union,垂直,其它,
2207,app,门户,综合,
2208,app,门户,地方,
2209,app,垂直,其它,移动端
2210,domain,SNS,BBS,gt gre gter 寄托
2211,domain,垂直,其它,滴答 dida tigtag
2212,domain,垂直,汽车,
2213,domain,垂直,其它,
2214,domain,垂直,汽车,
2215,domain,门户,综合,
2216,app,垂直,其它,
2217,domain,搜索,搜索,
2218,domain,搜索,搜索,
2219,domain,搜索,搜索,
2220,union,垂直,其它,
2221,domain,门户,新闻,
2222,domain,门户,新闻,
2223,union,网盟,移动网盟,
2224,domain,垂直,IT科技,
2225,domain,垂直,其它,
2226,domain,其它,其它,
2227,app,其它,其它,
2228,app,其它,其它,
2230,domain,垂直,其它,
2231,domain,垂直,汽车,
2232,domain,门户,地方,
2233,app,垂直,母婴,
2234,domain,垂直,汽车,
2235,app,垂直,女性,
2236,domain,垂直,其它,
2237,domain,垂直,其它,
2238,domain,门户,新闻,
2239,domain,垂直,汽车,
2240,domain,门户,综合,
2241,domain,垂直,游戏,
2244,domain,其它,其它,
2245,domain,门户,综合,
2246,app,视频,版权,影视视频
2247,app,视频,UGC,影视视频
3436,domain,网盟,综合网盟,
2250,app,视频,客户端,影视视频
2257,app,视频,客户端,影视视频
2261,app,SNS,微博,
2279,app,门户,综合,时事政治
2300,app,垂直,IT科技,
2310,app,电商,C2C,电子商务
2322,app,视频,版权,
2343,app,门户,新闻,
2352,app,垂直,文学,
2430,app,网盟,移动网盟,
2457,app,视频,版权,
2478,domain,视频,UGC,
2479,domain,门户,新闻,
2480,company,其它,其它,
2481,domain,垂直,汽车,
3932,domain,垂直,游戏,
2484,domain,网盟,综合网盟,
2485,domain,门户,新闻,
2489,domain,SNS,社交,
2490,domain,网盟,综合网盟,
2491,domain,SNS,社交,
3924,domain,视频,版权,
3922,domain,网盟,综合网盟,
2501,domain,门户,综合,
2502,domain,门户,新闻,
3921,domain,垂直,时尚,
2504,domain,电商,C2C,
2505,domain,垂直,其它,
3914,domain,网盟,综合网盟,
3912,domain,门户,地方,
3911,domain,门户,地方,
3910,domain,垂直,女性,
3909,domain,垂直,女性,
3908,domain,垂直,女性,
3906,domain,垂直,女性,
3905,domain,垂直,汽车,
3904,domain,网盟,综合网盟,
3903,domain,垂直,生活,
3902,domain,门户,新闻,
3901,domain,垂直,生活,
3900,domain,垂直,其它,
3885,app,垂直,生活,
3875,domain,垂直,生活,
3868,domain,垂直,IT科技,
3861,domain,视频,门户,
3860,domain,网盟,综合网盟,
3854,domain,垂直,女性,
3853,app,网盟,垂直网盟,
3850,domain,网盟,综合网盟,
3849,domain,垂直,文学,
3848,app,垂直,生活,
3846,domain,垂直,生活,
3845,app,网盟,移动网盟,
3840,domain,垂直,生活,
3838,domain,垂直,游戏,
3836,domain,网盟,综合网盟,
3835,domain,垂直,游戏,
3833,domain,垂直,其它,
3829,app,垂直,母婴,
3828,domain,,,lndata
3827,app,网盟,移动网盟,
3826,app,垂直,IT科技,
3825,domain,网盟,综合网盟,
3813,domain,门户,地方,
3809,app,垂直,生活,
3806,domain,,,lndata
3506,domain,网盟,综合网盟,
3502,app,垂直,汽车,
3488,domain,垂直,生活,
3487,domain,垂直,生活,
3482,domain,网盟,综合网盟,
3476,app,垂直,IT科技,
3472,domain,其它,其它,
3471,domain,网盟,综合网盟,
3466,domain,垂直,汽车,
3464,app,垂直,生活,
3463,domain,网盟,综合网盟,
3462,domain,网盟,综合网盟,
3461,app,垂直,IT科技,
2684,app,垂直,女性,
3459,app,网盟,移动网盟,
3458,app,网盟,移动网盟,
3453,app,网盟,移动网盟,
3444,domain,垂直,其它,
2707,domain,垂直,IT科技,
2708,domain,垂直,IT科技,
2709,domain,垂直,其它,
2710,domain,垂直,IT科技,
2711,domain,垂直,其它,
2713,domain,门户,地方,
2714,domain,垂直,生活,
2715,domain,SNS,BBS,
2716,domain,垂直,游戏,
2717,domain,垂直,游戏,
2718,domain,垂直,文学,
2719,domain,垂直,音乐,
2720,union,垂直,其它,
2721,domain,垂直,其它,
2722,app,门户,综合,
2723,domain,垂直,游戏,
2724,domain,SNS,社交,
2725,domain,其它,测试,
2726,domain,电商,B2C,
