id,category,firstType,secondType,tag
2727,domain,垂直,IT科技,
2728,domain,门户,地方,
2729,domain,垂直,汽车,
2730,domain,垂直,汽车,
2731,domain,垂直,汽车,
2732,domain,垂直,汽车,
2733,domain,垂直,汽车,
2734,domain,门户,地方,
2735,domain,垂直,音乐,
2736,domain,垂直,其它,
2738,domain,垂直,生活,
2740,domain,垂直,生活,
2741,domain,垂直,汽车,
2742,domain,视频,门户,
2743,app,门户,新闻,
2744,domain,垂直,其它,
2745,domain,垂直,其它,
2746,app,垂直,其它,
2747,domain,垂直,IT科技,
2748,domain,垂直,IT科技,
2749,domain,垂直,其它,
2750,domain,垂直,IT科技,
2751,domain,视频,版权,
2752,app,垂直,生活,
2753,domain,视频,门户,
2754,domain,垂直,其它,
2755,domain,垂直,汽车,
2756,domain,电商,B2C,
2757,domain,网盟,综合网盟,
2758,domain,垂直,财经,
2759,domain,垂直,汽车,
2760,domain,垂直,汽车,
2761,domain,门户,地方,
2762,domain,垂直,汽车,
2763,domain,垂直,汽车,
2764,domain,垂直,汽车,
2765,domain,垂直,财经,
2766,domain,门户,综合,
2767,domain,垂直,女性,
2768,domain,垂直,女性,
2769,domain,垂直,其它,
2770,domain,垂直,汽车,
3438,domain,垂直,女性,
2773,domain,门户,新闻,
2774,domain,门户,新闻,
2775,domain,垂直,其它,
2776,domain,垂直,其它,
2777,domain,电商,B2C,
2778,domain,网盟,移动网盟,
2779,domain,垂直,其它,
2780,domain,其它,其它,
3432,domain,其它,其它,
3431,domain,其它,其它,
3427,app,垂直,生活,
3426,domain,垂直,生活,
3425,app,垂直,游戏,
2,domain,其它,测试,
2794,domain,网盟,综合网盟,
2795,domain,垂直,其它,
2796,domain,垂直,其它,
2797,domain,其它,其它,
2798,domain,其它,其它,
2799,domain,垂直,其它,
2800,domain,网盟,移动网盟,
2801,domain,其它,其它,
2802,domain,其它,其它,
2803,domain,垂直,其它,
2805,domain,垂直,其它,
2806,app,垂直,生活,
2807,domain,垂直,其它,
2808,app,垂直,汽车,
2809,app,垂直,汽车,
2810,union,垂直,IT科技,
2811,app,视频,客户端,
2812,domain,垂直,其它,
2813,domain,垂直,其它,
2814,domain,垂直,其它,
2815,domain,垂直,其它,
2816,app,垂直,生活,
2817,domain,垂直,IT科技,
2823,domain,垂直,其它,
2824,domain,垂直,其它,
2825,domain,门户,综合,
2826,domain,门户,综合,
2827,domain,垂直,其它,
2822,domain,垂直,其它,
2820,domain,垂直,其它,
2821,domain,视频,门户,
2829,domain,门户,地方,
2830,domain,垂直,IT科技,
2831,domain,垂直,旅游,
3419,domain,门户,综合,
3418,domain,门户,地方,
3417,domain,门户,综合,
2836,domain,,,
2837,domain,垂直,其它,
2838,domain,网盟,综合网盟,
2842,app,,,
2839,app,搜索,搜索,
2840,union,垂直,其它,
2841,union,垂直,其它,
2843,union,,,
2844,union,,,
2845,union,,,
2846,union,,,
2847,domain,SNS,社交,
2848,domain,垂直,体育,
2849,domain,其它,其它,
2850,domain,垂直,其它,
2851,domain,垂直,其它,
2852,domain,垂直,其它,
2853,domain,垂直,其它,
2854,domain,垂直,其它,
2855,domain,垂直,其它,
2856,domain,垂直,其它,
2857,domain,电商,B2C,
2858,domain,垂直,汽车,
2859,domain,门户,地方,
2860,domain,门户,地方,
2861,domain,垂直,汽车,
2862,domain,门户,地方,
2863,domain,垂直,汽车,
2864,domain,垂直,汽车,
2865,domain,垂直,汽车,
2866,domain,垂直,汽车,
2867,domain,门户,地方,
2868,domain,垂直,汽车,
2869,domain,垂直,汽车,
2870,domain,门户,新闻,
2871,domain,垂直,汽车,
2872,domain,SNS,BBS,
2873,domain,视频,门户,
2874,domain,其它,其它,
2875,domain,垂直,汽车,
2876,domain,门户,地方,
2877,domain,垂直,汽车,
2878,domain,门户,新闻,
2879,domain,垂直,汽车,
2880,domain,垂直,汽车,
2881,domain,垂直,汽车,
2882,domain,垂直,汽车,
2883,domain,垂直,汽车,
2884,domain,垂直,汽车,
2885,domain,垂直,汽车,
2888,domain,门户,地方,
2889,app,垂直,医药,
2890,domain,门户,地方,
2891,domain,门户,地方,
2892,domain,垂直,其它,
2893,domain,垂直,其它,
2894,domain,垂直,其它,
2895,domain,电商,B2C,
2896,domain,搜索,搜索,
2897,union,其它,其它,
2898,domain,垂直,女性,
3414,domain,门户,综合,
2901,domain,其它,其它,
2902,domain,门户,地方,
2903,domain,门户,地方,
2904,domain,垂直,汽车,
2905,domain,SNS,BBS,
2906,domain,垂直,汽车,
2907,domain,SNS,BBS,
2908,domain,SNS,BBS,
2909,domain,SNS,BBS,
2910,domain,垂直,汽车,
2911,domain,垂直,汽车,
2912,domain,垂直,汽车,
2913,domain,门户,地方,
2914,domain,垂直,汽车,
2915,domain,垂直,其它,
2916,domain,垂直,汽车,
2917,domain,SNS,BBS,
2918,domain,垂直,汽车,
2919,domain,垂直,汽车,
2920,domain,门户,地方,
2921,domain,垂直,汽车,
2922,domain,垂直,汽车,
2923,domain,门户,新闻,
2924,domain,门户,地方,
3413,domain,电商,B2B,
2927,domain,,,
2928,domain,,,
2899,domain,垂直,游戏,
2929,domain,垂直,旅游,
2930,app,垂直,生活,
2931,app,垂直,生活,
2932,app,垂直,其它,
2933,app,垂直,生活,
2934,app,垂直,财经,
2935,app,垂直,财经,
2936,app,门户,新闻,
2937,app,门户,新闻,
2938,app,垂直,生活,
2939,app,垂直,财经,
2940,app,垂直,生活,
2941,app,垂直,生活,
2942,domain,垂直,其它,
2943,union,其它,其它,
3437,domain,网盟,综合网盟,
3434,domain,网盟,综合网盟,
3933,app,垂直,女性,
3931,app,垂直,IT科技,
3930,app,垂直,IT科技,
3929,app,垂直,IT科技,
3928,domain,视频,版权,
3927,domain,垂直,游戏,
3926,domain,门户,新闻,
3925,domain,垂直,IT科技,
3923,domain,垂直,财经,
3920,domain,网盟,移动网盟,
3919,app,垂直,汽车,
3918,domain,垂直,财经,
3917,app,垂直,IT科技,
3916,domain,网盟,综合网盟,
3915,domain,垂直,汽车,
3913,domain,门户,地方,
3907,domain,垂直,女性,
3899,domain,垂直,IT科技,
3898,domain,垂直,生活,
3897,domain,垂直,汽车,
3896,domain,垂直,其它,
3895,domain,垂直,IT科技,
3894,app,垂直,汽车,
3893,domain,网盟,综合网盟,
3892,domain,垂直,IT科技,
3891,domain,门户,地方,
3890,domain,门户,地方,
3889,app,垂直,生活,
3888,domain,其它,测试,
3887,domain,视频,门户,
3886,domain,视频,门户,
3884,domain,垂直,汽车,
3883,domain,垂直,文学,
3882,app,垂直,其它,
3881,app,垂直,IT科技,
3880,app,垂直,IT科技,
3879,app,网盟,移动网盟,
3878,domain,垂直,IT科技,
3877,domain,垂直,文学,
3876,app,网盟,移动网盟,
3874,domain,网盟,综合网盟,
3873,app,网盟,移动网盟,
3872,app,网盟,移动网盟,
3871,domain,垂直,其他,
3870,domain,垂直,IT科技,
3869,domain,垂直,生活,
3867,domain,垂直,文学,
3866,app,门户,新闻,
3865,union,,,lndata
3863,domain,垂直,IT科技,
3862,app,垂直,汽车,
3859,app,垂直,文学,
3858,app,垂直,生活,
3857,app,垂直,生活,
3856,app,垂直,汽车,
3855,domain,视频,版权,
3852,domain,垂直,IT科技,
3851,domain,垂直,IT科技,
3847,domain,视频,版权,
3844,domain,网盟,综合网盟,
3843,domain,门户,新闻,
3842,domain,垂直,IT科技,
3841,domain,,,
3839,domain,网盟,综合网盟,
3837,domain,垂直,母婴,
3834,domain,网盟,综合网盟,
3832,domain,网盟,综合网盟,
3831,domain,垂直,其它,
3830,domain,,,
3824,domain,垂直,汽车,
3823,domain,网盟,综合网盟,
3822,domain,垂直,汽车,
3821,domain,垂直,汽车,
3820,app,网盟,移动网盟,
3819,app,垂直,游戏,
3818,domain,视频,门户,
3817,domain,网盟,综合网盟,
3816,domain,网盟,综合网盟,
3815,app,网盟,移动网盟,
3814,app,垂直,IT科技,
3812,domain,垂直,汽车,
3811,domain,垂直,汽车,
3810,app,垂直,汽车,
3808,app,门户,新闻,
3807,domain,,,lndata
3508,domain,,,lndata
3507,app,垂直,足球,
3505,app,垂直,生活,
3504,domain,垂直,生活,
3503,app,垂直,生活,
3501,domain,,,lndata
3500,domain,门户,综合,
3499,domain,垂直,IT科技,
3497,domain,电商,B2C,
3496,domain,,,
3495,domain,,,
3494,app,移动网盟,,
3493,app,移动网盟,,
3492,domain,门户,新闻,
3491,domain,垂直,IT科技,
3490,domain,垂直,IT科技,
3489,domain,网盟,综合网盟,
3486,domain,垂直,IT科技,
3485,app,垂直,体育,
3484,domain,垂直,体育,
3483,domain,垂直,汽车,
3481,domain,垂直,科学,
3480,app,垂直,生活,
3479,app,垂直,IT科技,
3478,app,垂直,生活,
3477,app,垂直,生活,
3475,app,垂直,生活,
3474,app,垂直,旅游,
3473,domain,垂直,生活,
3470,domain,视频,门户,
3469,app,垂直,生活,
3468,domain,门户,地方,
3467,app,垂直,生活,
3465,domain,垂直,音乐,
3460,app,网盟,移动网盟,
3457,domain,网盟,移动网盟,
3456,app,网盟,移动网盟,
3455,app,网盟,移动网盟,
3454,app,网盟,移动网盟,
3452,app,网盟,移动网盟,
3451,app,网盟,移动网盟,
3450,domain,垂直,IT科技,
3449,domain,垂直,汽车,
3448,domain,门户,地方,
3447,domain,垂直,时尚,
3446,domain,垂直,时尚,
3445,domain,垂直,时尚,
3443,domain,网盟,综合网盟,
3442,domain,垂直,汽车,
3441,domain,门户,综合,
3440,domain,门户,综合,
3439,domain,门户,综合,
3430,domain,其它,其它,
3429,domain,其它,其它,
3424,app,垂直,汽车,
3423,app,网盟,移动网盟,
3422,app,网盟,移动网盟,
3421,app,垂直,生活,
3420,app,垂直,生活,
3416,domain,门户,综合,
3415,domain,电商,B2B,
2944,domain,垂直,汽车,
2945,domain,门户,地方,
2946,app,垂直,其它,
2947,union,其它,其它,
2948,domain,垂直,IT科技,
2949,domain,垂直,IT科技,
2950,domain,垂直,IT科技,
2951,domain,垂直,汽车,
2952,domain,垂直,IT科技,
2953,domain,垂直,IT科技,
2954,domain,垂直,IT科技,
2955,domain,垂直,IT科技,
2956,app,垂直,IT科技,
2957,domain,垂直,游戏,
2958,domain,其它,其它,
2959,domain,垂直,其它,
2960,domain,其它,其它,
2961,domain,垂直,其它,
2962,domain,垂直,其它,
2963,domain,垂直,其它,
2964,domain,垂直,其它,
2965,domain,垂直,其它,
2966,domain,垂直,其它,
2967,domain,垂直,其它,
2968,domain,垂直,其它,
2969,domain,垂直,其它,
2970,domain,垂直,IT科技,
2971,domain,垂直,其它,
2972,domain,垂直,IT科技,
2973,domain,垂直,IT科技,
2974,domain,垂直,IT科技,
2975,domain,垂直,IT科技,
2976,domain,垂直,其它,
2977,domain,垂直,其它,
2978,domain,垂直,其它,
2979,domain,垂直,其它,
2980,domain,垂直,其它,
2981,domain,垂直,IT科技,
2982,domain,垂直,IT科技,
2983,domain,垂直,IT科技,
2984,domain,垂直,IT科技,
2985,app,垂直,生活,
2986,app,垂直,女性,
3412,domain,门户,综合,
2988,domain,垂直,生活,
2989,domain,门户,综合,
2990,app,其它,其它,
2991,domain,垂直,财经,
2992,domain,垂直,其它,
2993,app,垂直,其它,
2994,domain,垂直,IT科技,
2995,app,垂直,生活,
2996,domain,垂直,IT科技,
2997,app,垂直,音乐,
2998,union,网盟,综合网盟,
2999,domain,网盟,综合网盟,
3000,domain,网盟,综合网盟,
3001,app,垂直,女性,
3002,domain,网盟,综合网盟,
3003,domain,垂直,其它,
3004,domain,垂直,其它,
3005,domain,垂直,汽车,
3006,domain,垂直,其它,
3411,domain,门户,综合,
3007,domain,门户,地方,
3008,domain,垂直,汽车,
3009,domain,垂直,其它,
3010,domain,垂直,生活,
3011,domain,网盟,综合网盟,
3012,domain,其它,其它,
3013,domain,门户,地方,
3014,domain,垂直,IT科技,
3015,domain,门户,地方,
3016,domain,网盟,综合网盟,
3017,domain,门户,地方,
3018,domain,垂直,汽车,
3019,domain,垂直,汽车,
3020,domain,门户,地方,
3021,domain,网盟,综合网盟,
3022,domain,网盟,综合网盟,
3023,domain,网盟,综合网盟,
3024,domain,网盟,综合网盟,
3025,union,网盟,移动网盟,
3026,domain,垂直,其它,
3027,domain,垂直,其它,
3028,domain,垂直,其它,
3029,domain,垂直,其它,
3030,domain,搜索,搜索,
3031,domain,搜索,搜索,
3032,domain,垂直,IT科技,
3033,domain,垂直,IT科技,
3034,domain,垂直,IT科技,
3035,domain,垂直,其它,
3036,domain,SNS,微博,
3037,union,网盟,移动网盟,
3038,union,网盟,移动网盟,
3039,union,网盟,移动网盟,
3040,union,网盟,移动网盟,
3041,union,网盟,移动网盟,
3042,union,网盟,移动网盟,
3043,union,网盟,移动网盟,
3044,union,网盟,移动网盟,
3045,union,网盟,移动网盟,
3046,union,网盟,移动网盟,
3047,union,网盟,移动网盟,
3048,union,网盟,移动网盟,
3049,domain,垂直,其他,
3050,app,门户,新闻,
3051,union,网盟,移动网盟,
3052,domain,垂直,医药,
3053,union,网盟,移动网盟,
3054,union,网盟,移动网盟,
3055,domain,垂直,汽车,
3056,union,网盟,移动网盟,
3057,app,SNS,社交,
3058,union,网盟,移动网盟,
3059,union,网盟,移动网盟,
3060,union,网盟,移动网盟,
3061,domain,垂直,汽车,
3062,app,垂直,其它,
3063,domain,垂直,游戏,
3064,app,垂直,生活,
3065,domain,搜索,搜索,
3066,union,网盟,综合网盟,
3067,union,网盟,移动网盟,
3068,union,网盟,移动网盟,
3069,domain,垂直,IT科技,
3070,domain,垂直,IT科技,
3071,domain,垂直,IT科技,
3072,domain,垂直,IT科技,
3073,domain,电商,B2C,
3074,domain,电商,B2C,
3075,domain,垂直,其它,
3077,domain,垂直,其它,
3078,app,门户,新闻,
3191,domain,SNS,BBS,
3079,domain,SNS,BBS,
3080,domain,垂直,女性,
3081,app,垂直,女性,
3082,domain,门户,综合,
3083,app,门户,综合,
3084,domain,其它,其它,
3085,domain,垂直,汽车,
3086,domain,垂直,汽车,
3087,domain,SNS,BBS,
3088,domain,垂直,汽车,
3089,domain,垂直,汽车,
3090,app,其它,其它,
3091,domain,垂直,汽车,
3092,domain,SNS,BBS,
3093,domain,网盟,综合网盟,
3094,app,网盟,移动网盟,
3095,app,网盟,移动网盟,
3096,app,网盟,移动网盟,
3097,domain,垂直,女性,
3098,app,网盟,移动网盟,
3099,app,网盟,移动网盟,
3100,app,网盟,移动网盟,
3101,app,网盟,移动网盟,
3102,app,网盟,移动网盟,
3103,app,网盟,移动网盟,
3104,app,网盟,移动网盟,
3105,app,网盟,移动网盟,
3106,app,网盟,移动网盟,
3107,app,网盟,移动网盟,
3108,app,网盟,移动网盟,
3109,app,网盟,移动网盟,
3110,app,网盟,移动网盟,
3111,app,网盟,移动网盟,
3112,app,网盟,移动网盟,
3113,app,网盟,移动网盟,
3114,app,网盟,移动网盟,
3115,app,网盟,移动网盟,
3116,app,网盟,移动网盟,
3117,app,网盟,移动网盟,
3118,app,网盟,移动网盟,
3119,app,网盟,移动网盟,
3120,app,网盟,移动网盟,
3121,app,网盟,移动网盟,
3122,app,网盟,移动网盟,
3123,app,网盟,移动网盟,
3124,app,网盟,移动网盟,
3125,app,网盟,移动网盟,
3126,app,网盟,移动网盟,
3127,app,网盟,移动网盟,
3128,app,网盟,移动网盟,
3129,app,网盟,移动网盟,
3130,app,网盟,移动网盟,
3131,app,网盟,移动网盟,
3132,app,网盟,移动网盟,
3410,domain,垂直,汽车,
3134,app,网盟,移动网盟,
3135,app,网盟,移动网盟,
3136,app,网盟,移动网盟,
3137,app,网盟,移动网盟,
3138,app,门户,新闻,
3139,app,门户,新闻,
3140,domain,垂直,汽车,
3141,domain,视频,版权,
3142,domain,垂直,其它,
3435,domain,视频,门户,
3433,domain,网盟,综合网盟,
3143,domain,垂直,其它,
3144,domain,垂直,其它,
3145,domain,垂直,其它,
3146,app,垂直,其它,
3147,domain,垂直,生活,
3148,domain,垂直,汽车,
3149,domain,垂直,其它,
3150,domain,垂直,其它,
3151,domain,垂直,生活,
3152,domain,SNS,BBS,
3153,domain,网盟,综合网盟,
3154,app,网盟,移动网盟,
3155,domain,网盟,综合网盟,
3156,domain,垂直,IT科技,
3158,domain,SNS,BBS,
3159,domain,SNS,BBS,
3160,domain,SNS,BBS,
3161,domain,网盟,综合网盟,
3162,app,网盟,移动网盟,
3163,domain,网盟,综合网盟,
3164,domain,垂直,汽车,
3165,domain,垂直,汽车,
3166,domain,门户,综合,
3167,domain,垂直,旅游,
3168,domain,网盟,综合网盟,
3169,domain,垂直,文学,
3170,domain,网盟,垂直网盟,
3171,domain,网盟,垂直网盟,
3172,app,垂直,汽车,
3173,app,其它,其它,
3174,domain,电商,B2C,
3175,app,网盟,移动网盟,
3176,app,垂直,游戏,
3177,domain,垂直,财经,
3178,domain,SNS,BBS,
3179,domain,SNS,BBS,
3180,domain,SNS,BBS,
3181,domain,SNS,BBS,
3182,domain,SNS,BBS,
3183,domain,垂直,汽车,
3184,domain,垂直,生活,
3185,domain,垂直,生活,
3186,domain,垂直,生活,
3187,domain,垂直,生活,
3188,domain,垂直,生活,
3189,domain,门户,新闻,
3190,domain,网盟,综合网盟,
3192,domain,门户,新闻,
3193,domain,门户,新闻,
3194,domain,垂直,女性,
3195,domain,门户,综合,
3196,domain,门户,综合,
3197,domain,垂直,汽车,
3198,domain,垂直,汽车,
3199,domain,门户,综合,
3200,domain,门户,综合,
3201,domain,网盟,综合网盟,
3202,domain,垂直,生活,
3203,domain,垂直,生活,
3204,domain,垂直,生活,
3205,domain,垂直,生活,
3206,domain,垂直,音乐,
3207,app,SNS,社交,
3208,domain,门户,综合,
3209,domain,垂直,汽车,
3210,domain,门户,城市,
3211,domain,门户,新闻,
3212,domain,网盟,移动网盟,
3213,app,SNS,社交,
3214,domain,网盟,综合网盟,
3215,domain,垂直,游戏,
3216,domain,网盟,移动网盟,
3217,domain,网盟,移动网盟,
3218,app,网盟,移动网盟,
3219,domain,垂直,汽车,
3220,domain,垂直,汽车,
3221,domain,垂直,生活,
3222,domain,垂直,生活,
3223,domain,垂直,游戏,
3224,domain,垂直,游戏,
3225,app,网盟,移动网盟,
3226,domain,垂直,财经,
3227,domain,垂直,其它,
3228,domain,垂直,其它,
3229,domain,门户,综合,
3230,app,垂直,其它,
3231,domain,垂直,其它,
3232,app,垂直,旅游,
3234,union,网盟,综合网盟,
3235,app,垂直,其它,
3236,app,网盟,移动网盟,
3237,domain,门户,新闻,
3238,domain,其它,其它,
3239,domain,网盟,综合网盟,
3240,domain,垂直,汽车,
3241,domain,垂直,文学,
3242,app,垂直,生活,
3243,app,垂直,生活,
3244,app,网盟,移动网盟,
3245,app,网盟,移动网盟,
3246,app,网盟,移动网盟,
3247,app,网盟,移动网盟,
3248,app,网盟,移动网盟,
3249,app,网盟,移动网盟,
3250,app,垂直,生活,
3251,domain,网盟,综合网盟,
3252,domain,门户,综合,
3253,app,网盟,移动网盟,
3254,app,垂直,理财,
3255,app,其它,其它,
3256,domain,网盟,综合网盟,
3257,domain,垂直,游戏,
3258,domain,网盟,综合网盟,
3259,domain,网盟,综合网盟,
3260,domain,门户,综合,
3261,domain,SNS,BBS,
3262,app,网盟,移动网盟,
3263,domain,电商,B2C,
3264,app,垂直,女性,
3265,app,垂直,生活,
3266,domain,视频,门户,
3267,domain,视频,门户,
3268,domain,SNS,BBS,
3269,domain,垂直,生活,
3270,domain,垂直,生活,
3271,domain,网盟,综合网盟,
3272,domain,垂直,汽车,
3273,domain,门户,新闻,
3274,app,垂直,母婴,
3275,domain,视频,版权,
3276,domain,视频,版权,
3277,app,网盟,移动网盟,
3409,domain,垂直,汽车,
3279,app,垂直,其它,
3498,app,网盟,移动网盟,
3280,domain,网盟,综合网盟,
3281,app,网盟,移动网盟,
3282,app,网盟,移动网盟,
3283,app,网盟,移动网盟,
3284,app,网盟,移动网盟,
3285,app,网盟,移动网盟,
3286,app,网盟,移动网盟,
3287,domain,视频,门户,
3288,domain,垂直,汽车,
3289,app,网盟,移动网盟,
3290,domain,网盟,综合网盟,
3291,domain,垂直,游戏,
3292,domain,搜索,搜索,
3293,app,垂直,生活,
3294,domain,网盟,综合网盟,
3295,domain,视频,版权,
3296,domain,视频,版权,
3297,domain,视频,UGC,
3298,domain,网盟,综合网盟,
3299,domain,网盟,综合网盟,
3300,app,网盟,垂直网盟,
3301,app,网盟,垂直网盟,
3302,app,网盟,移动网盟,
3303,domain,电商,B2C,
3304,domain,垂直,旅游,
3305,domain,门户,地方,
3306,domain,垂直,女性,
3307,app,网盟,移动网盟,
3308,domain,垂直,IT科技,
3309,app,电商,B2C,
3311,app,垂直,体育,
3310,domain,垂直,IT科技,
3313,domain,垂直,旅游,
3314,domain,网盟,综合网盟,
3315,app,网盟,移动网盟,
3316,app,垂直,体育,
3317,app,垂直,体育,
3318,app,网盟,移动网盟,
3319,app,网盟,移动网盟,
3320,domain,垂直,IT科技,
3321,domain,电商,B2C,
3322,app,垂直,生活,
3323,domain,门户,综合,
3324,domain,垂直,汽车,
3325,domain,视频,版权,
3326,app,网盟,移动网盟,
3327,app,网盟,移动网盟,
3328,app,门户,新闻,
3329,app,垂直,IT科技,
3330,domain,垂直,汽车,
3331,app,垂直,生活,
3332,domain,垂直,旅游,
3333,domain,电商,B2B,
3334,domain,电商,B2B,
3335,domain,垂直,汽车,
3336,domain,垂直,IT科技,
3337,domain,垂直,IT科技,
3338,app,垂直,IT科技,
3339,app,垂直,IT科技,
3340,app,垂直,IT科技,
3341,domain,门户,新闻,
3342,domain,门户,新闻,
3343,domain,垂直,旅游,
3344,app,网盟,移动网盟,
3345,domain,垂直,IT科技,
3346,domain,SNS,社交,
3347,app,垂直,IT科技,
3348,domain,垂直,IT科技,
3349,domain,门户,综合,
3350,domain,门户,地方,
3351,domain,其它,其它,
3352,domain,垂直,音乐,
3353,domain,垂直,体育,
3354,app,垂直,IT科技,
3355,domain,其它,其它,
3356,domain,垂直,IT科技,
3357,domain,电商,B2B,
3361,domain,社交,BBS,
3362,domain,社交,BBS,
3363,domain,网盟,综合网盟,
3364,domain,门户,地方,
3365,domain,门户,地方,
3366,app,垂直,生活,
3367,app,SNS,社交,
3368,domain,其它,其它,
3369,domain,垂直,生活,
3370,domain,垂直,生活,
3371,app,垂直,生活,
3372,app,垂直,生活,
3373,domain,门户,综合,
3374,domain,网盟,网盟,
3375,domain,综合,IT,
3376,domain,其它,测试,
3377,domain,其他,测试,
3378,domain,其他,测试,
3379,domain,其他,测试,
3380,app,门户,新闻,
3381,app,垂直,IT科技,
3382,domain,网盟,综合网盟,
3383,app,垂直,音乐,
3384,app,垂直,IT科技,
3385,app,垂直,IT科技,
3386,app,垂直,IT科技,
3387,domain,门户,综合,
3388,domain,门户,综合,
3389,domain,门户,综合,
3390,domain,门户,综合,
3391,domain,垂直,游戏,
3392,domain,垂直,游戏,
3393,domain,垂直,游戏,
3394,domain,垂直,游戏,
3395,domain,垂直,游戏,
3396,domain,垂直,游戏,
3397,domain,垂直,游戏,
3428,domain,门户,综合,
3398,domain,垂直,游戏,
3399,domain,垂直,IT科技,
3400,domain,网盟,综合网盟,
3401,domain,垂直,IT科技,
3402,domain,垂直,IT科技,
3403,domain,垂直,IT科技,
3404,app,垂直,IT科技,
3405,domain,视频,UGC,
3406,domain,网盟,综合网盟,
3407,domain,网盟,综合网盟,
3408,app,垂直,音乐,
